Agency,Department,Year,Requests Pending Start Year,Requests Received,Requests Processed,Requests Pending End Year,Released in Full Ratio,Released in Part Ratio,Denied in Full Ratio
VA,ODASB,2009,0,3,3,0,1,0,0
VA,C&LA,2009,0,4,2,2,0.5,0.5,0
VA,OSDBU,2009,0,0,0,0,,,
VA,Admin,2009,0,0,0,0,,,
VA,OSP,2009,0,10,10,0,0.25,0.625,0.125
VA,BVA,2009,0,18,15,3,0.5455,0.4545,0
VA,P&P,2009,0,2,0,2,,,
VA,PA,2009,0,0,0,0,,,
VA,SEC,2009,0,6,2,4,1,0,0
VA,VCS,2009,0,0,0,0,,,
VA,NCA (40),2008,0,72,70,2,0.3265,0.6531,0.0204
VA,VCS (785),2008,0,0,0,0,,,
VA,OHRM (05),2008,0,6,5,1,1,0,0
VA,ODM&EEO (06),2008,0,0,0,0,,,
VA,BVA (01),2008,0,20,20,0,0.5,0.5,0
VA,OC&LA (009),2008,0,0,0,0,,,
VA,OASHRA (006),2008,0,0,0,0,,,
VA,OASP&IA (002),2008,0,0,0,0,,,
VA,Admin (03),2008,0,0,0,0,,,
VA,SEC (00),2008,0,9,9,0,0.7778,0.2222,0
VA,ORM (08),2008,0,3,3,0,0.3333,0,0.6667
VA,OSDBU (00SB),2008,0,0,0,0,,,
VA,P&P (008),2008,0,1,1,0,,,
VA,PA (80),2008,0,0,0,0,,,
VA,ODASIA (075),2008,0,0,0,0,,,
VA,MGMT (004),2008,0,1,1,0,,,
VA,S&LE (07),2008,0,8,8,0,0,1,0
VA,ODASB (041),2008,0,0,0,0,,,
VA,OSP,2015,0,5,4,1,0.5,0.5,0
VA,ODASB,2015,0,0,0,0,,,
VA,P&P,2014,1,2,2,1,1,0,0
VA,OF,2013,1,13,14,0,0.9091,0.0909,0
VA,OSP,2013,1,7,7,1,0.2857,0.4286,0.2857
VA,BVA,2013,1,17,16,2,0.6429,0.1429,0.2143
VA,ODASIA,2013,1,32,0,33,,,
VA,ODI,2013,1,1,1,1,,,
VA,ORM,2012,1,21,18,4,0.3333,0.4,0.2667
VA,OF,2012,1,22,21,2,0.1667,0.8333,0
VA,OSP,2012,1,14,14,1,0,0.2,0.8
VA,P&P,2012,1,5,4,2,0.6667,0.3333,0
VA,BVA,2012,1,8,8,1,0.1429,0.5714,0.2857
VA,IG,2011,1,220,211,10,0.2882,0.6059,0.1059
VA,BVA,2011,1,12,12,1,0.5455,0.4545,0
VA,ORM,2010,1,23,24,0,0.5238,0.4286,0.0476
VA,P&P,2010,1,2,3,0,0,0.3333,0.6667
VA,OF,2009,1,6,3,4,1,0,0
VA,HRM,2009,1,8,5,4,0.75,0,0.25
VA,OF (047),2008,1,15,15,1,0.8571,0.1429,0
VA,ORM,2015,1,39,37,3,0.1429,0.6071,0.25
VA,P&P,2015,1,4,2,3,1,0,0
VA,ODI,2015,1,2,1,2,1,0,0
VA,ORM,2014,2,29,30,1,0.2,0.32,0.48
VA,C&LA,2014,2,34,33,3,1,0,0
VA,BVA,2014,2,16,16,2,0.5,0.3571,0.1429
VA,ODASB,2014,2,1,3,0,1,0,0
VA,OASHRA,2013,2,5,2,5,,,
VA,P&P,2013,2,2,3,1,1,0,0
VA,ODASB,2013,2,2,0,4,,,
VA,Mgmt,2012,2,5,2,5,0,1,0
VA,C&LA,2012,2,31,28,5,,,
VA,PA,2012,2,1,0,3,,,
VA,OF,2011,2,25,25,2,0.5263,0.4737,0
VA,C&LA,2010,2,5,7,0,,,
VA,BVA,2010,2,19,20,1,0.7778,0.1111,0.1111
VA,SEC,2010,2,16,11,7,0.8,0.2,0
VA,NCA,2009,2,287,252,37,0.6125,0.2938,0.0938
VA,IG,2009,2,319,303,18,0.3662,0.554,0.0798
VA,OCFM (00CFM),2008,2,50,43,9,0.5385,0.4615,0
VA,BVA,2015,2,29,25,6,0.5652,0.087,0.3478
VA,Mgmt,2014,3,18,16,5,1,0,0
VA,OSDBU,2014,3,19,18,4,0.5,0.5,0
VA,Admin,2014,3,24,20,7,0.4545,0.4545,0.0909
VA,PA,2014,3,9,4,8,1,0,0
VA,ORM,2013,3,21,21,3,0.1053,0.6316,0.2632
VA,PA,2013,3,1,0,4,,,
VA,Admin,2012,3,3,6,0,0.3333,0.3333,0.3333
VA,OASHRA,2012,3,3,3,3,,,
VA,OASP&IA,2012,3,4,1,6,,,
VA,OSDBU,2011,3,17,13,7,0,1,0
VA,GC (02),2008,3,55,53,5,0.3793,0.4483,0.1724
VA,C&LA,2015,3,48,34,17,0,1,0
VA,ODASIA,2015,3,18,1,20,1,0,0
VA,OSDBU,2013,4,10,11,3,0.1667,0.6667,0.1667
VA,OF,2010,4,37,39,2,0.6944,0.2778,0.0278
VA,HRM,2010,4,10,2,12,1,0,0
VA,OSDBU,2015,4,27,20,11,0,0.8571,0.1429
VA,OASHRA,2014,5,10,5,10,0.75,0.25,0
VA,C&LA,2013,5,52,55,2,1,0,0
VA,CFM,2010,5,100,81,24,0.2766,0.6809,0.0426
VA,GC,2010,5,40,36,9,0.3793,0.4828,0.1379
VA,GC,2009,5,63,49,19,0.7143,0.1905,0.0952
VA,Mgmt,2015,5,29,21,13,0.6923,0.1538,0.1538
VA,OASP&IA,2013,6,4,1,9,0,1,0
VA,NCA,2014,7,62,39,30,0.6,0.36,0.04
VA,Mgmt,2013,7,7,8,6,0.6,0.4,0
VA,GC,2012,7,50,41,16,0.3571,0.5,0.1429
VA,OSDBU,2012,7,14,17,4,0.125,0.875,0
VA,SEC,2011,7,25,16,16,0.8,0.2,0
VA,HRM,2015,7,36,20,23,0.8462,0.1538,0
VA,Admin,2015,7,9,11,5,0.2857,0.7143,0
VA,OAL,2012,8,243,211,40,0.6532,0.3295,0.0173
VA,PA,2015,8,13,11,10,0.25,0.75,0
VA,OASP&IA,2014,9,16,8,17,0.8333,0.1667,0
VA,GC,2011,9,42,44,7,0.4138,0.5517,0.0345
VA,CFM,2009,9,65,66,8,0.5862,0.4138,0
VA,OASHRA,2015,10,7,4,13,0.3333,0.3333,0.3333
VA,HRM,2012,11,23,21,13,1,0,0
VA,HRM,2011,11,15,15,11,0.8,0.1,0.1
VA,OI&T,2010,12,175,170,17,0.4412,0.5294,0.0294
VA,HRM,2013,13,10,4,19,0.75,0.25,0
VA,OAL,2014,14,267,242,39,0.4158,0.5421,0.0421
VA,IG,2010,14,232,245,1,0.3418,0.5612,0.0969
VA,GC,2013,15,64,62,17,0.3778,0.4,0.2222
VA,SEC,2012,15,39,29,25,0.9286,0,0.0714
VA,OIT,2011,15,161,153,23,0.4884,0.3488,0.1628
VA,OI&T,2009,15,234,194,55,0.8406,0.1304,0.029
VA,IG,2014,16,369,360,25,0.1123,0.7509,0.1368
VA,NCA,2012,16,231,224,23,0.8182,0.1705,0.0114
VA,GC,2014,17,117,114,20,0.3,0.5444,0.1556
VA,OASP&IA,2015,17,8,3,22,1,0,0
VA,HRM,2014,18,12,23,7,0.5,0.25,0.25
VA,OI&T (005),2008,18,130,133,15,0.8,0.1714,0.0286
VA,SEC,2013,19,72,50,41,0.8095,0.1905,0
VA,OIT,2013,19,222,206,35,0.5082,0.4098,0.082
VA,GC,2015,20,121,87,54,0.2373,0.6949,0.0678
VA,OIT,2012,21,190,192,19,0.6667,0.2,0.1333
VA,NCA,2013,22,133,144,11,0.6104,0.3896,0
VA,NCA,2010,22,290,288,24,0.4438,0.1798,0.3764
VA,CFM,2011,23,98,95,26,0.25,0.7188,0.0313
VA,NCA,2011,24,277,285,16,0.5238,0.449,0.0272
VA,IG,2015,25,527,522,30,0.1619,0.6319,0.2063
VA,CFM,2012,27,100,70,57,0.5,0.3846,0.1154
VA,NCA,2015,30,59,40,49,0.0625,0.9375,0
VA,ODASIA,2014,33,5,35,3,1,0,0
VA,OIT,2014,34,259,255,38,0.5088,0.3333,0.1579
VA,Admin,2013,34,63,94,3,0.0449,0.5506,0.4045
VA,SEC,2015,34,98,97,35,0.2941,0.5735,0.1324
VA,OAL,2011,38,223,252,9,0.5385,0.4256,0.0359
VA,OAL,2010,38,176,171,43,0.6241,0.3308,0.0451
VA,OIT,2015,38,219,142,115,0.557,0.4051,0.038
VA,SEC,2014,39,84,89,34,0.8378,0.1351,0.027
VA,IG (50),2008,39,173,210,2,0.271,0.5806,0.1484
VA,OAL,2015,39,330,321,48,0.5076,0.4618,0.0305
VA,OAL,2013,41,215,243,13,0.4731,0.4892,0.0376
VA,CFM,2013,54,81,62,73,0.5,0.4667,0.0333
VA,CFM,2014,71,75,75,71,0.3333,0.4722,0.1944
VA,CFM,2015,71,71,116,26,0.2619,0.5952,0.1429
VA,A&MM (049),2008,166,151,100,217,0.9103,0.0385,0.0513
VA,OAL,2009,217,204,353,68,0.6923,0.2538,0.0538
VA,VHA,2010,435,18103,17797,741,0.4386,0.1846,0.3768
VA,VBA,2015,537,2492,2650,379,0.1777,0.8048,0.0175
VA,VBA,2010,568,9872,9940,500,0.5328,0.4555,0.0117
VA,VBA,2012,625,3636,3933,328,0.2977,0.6702,0.0321
VA,VBA,2011,775,7127,7325,577,0.3287,0.6583,0.013
VA,VBA,2013,776,2870,3039,607,0.1588,0.8062,0.035
VA,VHA,2011,864,19334,19385,813,0.4913,0.2369,0.2718
VA,VHA,2012,1046,19426,19612,860,0.4932,0.2618,0.2451
VA,VHA,2014,1047,24446,23914,1579,0.515,0.2648,0.2202
VA,VBA,2014,1085,2107,2655,537,0.2129,0.7618,0.0253
VA,VBA,2009,1245,6845,6094,1996,0.8424,0.1516,0.006
VA,VHA,2013,1467,21739,22331,875,0.4715,0.257,0.2716
VA,VHA,2015,1579,25525,26267,837,0.5155,0.2861,0.1984
VA,VHA (10),2008,2172,75563,74571,3164,0.7458,0.0515,0.2027
VA,VBA (20),2008,2700,23076,23213,2563,0.9487,0.0449,0.0064
VA,VHA,2009,3235,61343,64123,455,0.6312,0.1176,0.2512
